ax,ay,az,gx,gy,gz
0.22, -0.68, -0.48, -4.99, -46.04, 24.99
0.28, -0.67, -0.51, 1.37, -64.00, 33.47
0.16, -0.68, -0.41, 5.81, -64.00, 33.96
-0.06, -0.68, -0.28, 10.06, -39.28, 37.05
-0.24, -0.72, -0.17, 10.88, -0.64, 36.04
-0.37, -0.82, -0.14, 13.30, 37.70, 32.80
-0.33, -0.94, -0.12, 11.74, 47.23, 22.68
-0.28, -1.05, -0.05, 3.11, 38.83, 5.28
-0.30, -1.11, 0.01, -8.71, 27.99, -14.31
-0.37, -1.13, 0.05, -15.72, 46.22, -29.78
-0.37, -1.10, -0.04, -18.52, 60.81, -32.66
-0.23, -1.08, -0.23, -21.00, 54.08, -35.81
-0.05, -1.03, -0.25, -23.77, 29.88, -37.30
0.07, -0.92, -0.21, -25.12, 2.42, -33.53
0.10, -0.85, -0.25, -27.70, -14.07, -22.64
0.11, -0.80, -0.31, -27.10, -24.20, -10.16
0.17, -0.75, -0.36, -22.61, -37.59, 5.53
0.26, -0.70, -0.42, -13.35, -60.41, 20.06
0.25, -0.66, -0.49, -1.09, -64.00, 29.98
0.15, -0.68, -0.51, 5.21, -64.00, 30.86
-0.03, -0.72, -0.24, 2.12, -41.04, 27.58
-0.30, -0.78, -0.05, 4.44, 7.01, 28.17
-0.42, -0.88, -0.12, 2.45, 47.66, 21.37
-0.38, -1.01, -0.09, -4.35, 59.61, 6.98
-0.29, -1.07, -0.06, -6.15, 59.41, -4.87
-0.23, -1.08, -0.08, -11.82, 53.25, -18.65
-0.23, -1.08, -0.06, -18.44, 56.48, -30.18
-0.23, -1.06, -0.07, -23.27, 56.28, -32.25
-0.17, -1.01, -0.17, -26.60, 49.63, -33.96
-0.03, -0.94, -0.22, -28.79, 27.27, -29.10
0.07, -0.84, -0.23, -28.99, 4.34, -24.05
0.16, -0.77, -0.31, -26.39, -17.70, -6.97
0.22, -0.73, -0.39, -20.13, -39.67, 3.65
0.24, -0.72, -0.39, -14.22, -53.78, 16.29
0.19, -0.72, -0.44, -1.96, -60.64, 27.28
0.11, -0.73, -0.49, 6.76, -55.65, 27.12
-0.02, -0.76, -0.30, 1.84, -31.50, 23.88
-0.23, -0.80, -0.08, 1.62, 7.31, 22.87
-0.38, -0.87, -0.11, 0.74, 45.31, 15.75
-0.37, -0.96, -0.11, -3.76, 60.80, 6.52
-0.29, -1.04, -0.12, -0.29, 64.00, -5.77
-0.22, -1.07, -0.12, -9.14, 62.05, -17.60
-0.20, -1.08, -0.02, -17.77, 64.00, -29.45
-0.22, -1.06, -0.03, -22.66, 64.00, -34.13
-0.18, -1.03, -0.18, -27.27, 64.00, -32.98
-0.03, -0.98, -0.22, -32.08, 35.35, -27.41
0.16, -0.89, -0.19, -32.59, 0.82, -19.47
0.25, -0.81, -0.28, -29.37, -31.02, -6.32
0.22, -0.77, -0.37, -23.46, -43.84, 1.75
0.19, -0.75, -0.39, -15.98, -50.56, 13.26
0.16, -0.75, -0.39, -7.65, -55.20, 19.99
0.07, -0.76, -0.42, -0.90, -47.26, 19.14
-0.03, -0.80, -0.28, -2.12, -30.70, 12.38
-0.22, -0.84, -0.17, -0.33, 11.98, 11.64
-0.32, -0.87, -0.21, -0.36, 40.46, 8.59
-0.25, -0.92, -0.23, 0.29, 52.92, 2.87
-0.15, -0.95, -0.18, 0.92, 54.83, -5.05
-0.11, -0.99, -0.12, -2.96, 55.94, -12.00
-0.15, -1.05, -0.01, -11.25, 62.52, -21.33
-0.21, -1.09, -0.01, -18.10, 64.00, -29.79
-0.21, -1.06, -0.12, -28.38, 64.00, -30.43
