ax,ay,az,gx,gy,gz
0.27, -0.63, -0.52, 1.72, 36.76, -16.19
0.19, -0.57, -0.40, -14.28, 40.63, 4.49
0.18, -0.54, -0.34, -24.89, 53.87, 20.33
0.18, -0.51, -0.33, -35.14, 38.85, 26.55
0.03, -0.52, -0.37, -43.49, 29.18, 26.99
-0.08, -0.57, -0.43, -45.59, 31.37, 29.86
-0.10, -0.60, -0.47, -46.47, 41.37, 33.84
-0.11, -0.64, -0.49, -48.33, 35.17, 34.60
-0.14, -0.69, -0.50, -45.06, 7.41, 35.67
-0.13, -0.77, -0.56, -25.96, -30.39, 31.86
-0.20, -0.85, -0.70, -8.85, -45.86, 18.37
-0.43, -0.92, -0.79, 4.61, -40.05, -2.51
-0.62, -0.94, -0.75, 11.05, -0.23, -22.96
-0.57, -0.91, -0.65, 12.87, 34.77, -36.87
-0.39, -0.81, -0.60, 13.88, 40.34, -48.55
-0.21, -0.80, -0.58, 13.13, 27.22, -47.51
-0.03, -0.76, -0.56, 10.87, 15.13, -35.83
0.21, -0.69, -0.53, 4.91, 9.77, -14.30
0.41, -0.57, -0.48, -4.62, 23.92, 12.39
0.43, -0.52, -0.38, -19.57, 23.51, 29.93
0.25, -0.54, -0.33, -33.87, 44.01, 33.42
0.10, -0.59, -0.38, -46.35, 44.77, 35.60
0.02, -0.60, -0.45, -50.15, 27.09, 42.92
-0.04, -0.62, -0.53, -43.75, -2.16, 44.86
-0.07, -0.67, -0.67, -29.21, -24.28, 39.29
-0.25, -0.74, -0.73, -16.50, -37.87, 23.22
-0.54, -0.86, -0.70, -8.91, -25.30, -1.87
-0.70, -0.90, -0.70, -1.24, 3.63, -16.17
-0.59, -0.84, -0.68, 4.92, 31.67, -24.21
-0.36, -0.78, -0.60, 6.42, 30.36, -28.13
-0.13, -0.77, -0.53, 3.83, 18.04, -25.82
0.04, -0.72, -0.51, 0.50, 9.71, -13.79
0.18, -0.63, -0.49, -7.28, 13.33, 0.85
0.23, -0.58, -0.44, -19.57, 16.94, 15.10
0.21, -0.60, -0.40, -31.76, 18.54, 23.09
0.18, -0.62, -0.42, -40.38, 19.71, 31.63
0.13, -0.63, -0.48, -44.93, 12.28, 36.74
0.03, -0.66, -0.55, -40.12, -3.06, 36.23
-0.14, -0.74, -0.65, -28.34, -17.04, 25.59
-0.34, -0.85, -0.73, -17.13, -28.85, 4.20
-0.55, -0.93, -0.79, -3.62, -19.07, -14.61
-0.59, -0.91, -0.78, 3.51, 7.12, -28.55
-0.49, -0.85, -0.69, 7.08, 18.27, -40.68
-0.33, -0.81, -0.60, 8.89, 20.56, -44.18
-0.13, -0.77, -0.58, 8.69, 13.10, -40.40
0.02, -0.71, -0.56, 5.95, 10.63, -28.19
0.14, -0.63, -0.50, -2.15, 16.51, -11.19
0.22, -0.56, -0.40, -12.10, 17.13, 2.13
0.26, -0.53, -0.34, -22.76, 14.31, 16.37
0.24, -0.55, -0.38, -32.98, 13.15, 23.01
0.13, -0.59, -0.47, -40.90, 16.79, 31.21
0.00, -0.60, -0.49, -43.20, 14.61, 36.73
-0.06, -0.61, -0.55, -37.08, 0.34, 37.16
-0.14, -0.69, -0.64, -22.69, -22.31, 26.81
-0.32, -0.81, -0.78, -11.29, -43.65, 6.97
-0.59, -0.91, -0.79, -0.03, -33.82, -14.17
-0.66, -0.91, -0.76, 7.16, 7.79, -29.65
-0.53, -0.83, -0.69, 11.22, 18.15, -43.37
-0.33, -0.79, -0.62, 12.38, 17.81, -45.30
-0.09, -0.78, -0.59, 10.25, 8.67, -38.42
0.11, -0.69, -0.54, 2.08, 20.55, -18.50
0.26, -0.61, -0.47, -2.92, 17.05, -7.62
0.28, -0.55, -0.39, -14.51, 10.05, 9.03
0.28, -0.58, -0.37, -26.98, 20.04, 20.95
0.23, -0.62, -0.41, -39.68, 21.57, 27.08
0.09, -0.62, -0.44, -45.79, 25.31, 37.64
0.04, -0.61, -0.50, -43.15, 14.68, 42.31
-0.02, -0.65, -0.57, -32.13, -8.06, 38.47
-0.16, -0.75, -0.68, -16.79, -31.04, 24.45
-0.41, -0.85, -0.76, -6.62, -35.96, 4.12
-0.67, -0.90, -0.80, 5.23, -18.58, -18.55
-0.69, -0.88, -0.72, 11.53, 10.15, -32.34
-0.51, -0.83, -0.66, 17.17, 12.02, -43.36
-0.29, -0.82, -0.60, 17.09, 4.23, -46.62
-0.09, -0.79, -0.58, 12.44, 3.64, -37.77
0.12, -0.70, -0.51, 4.71, 26.00, -17.70
0.27, -0.58, -0.43, -0.03, 9.87, -10.63
0.25, -0.56, -0.38, -9.63, 3.39, 7.78
0.25, -0.61, -0.38, -26.45, 16.98, 20.95
0.21, -0.63, -0.40, -36.99, 19.10, 25.63
0.07, -0.61, -0.43, -45.05, 23.30, 35.67
0.02, -0.60, -0.49, -45.09, 22.06, 41.00
-0.00, -0.63, -0.55, -37.51, -0.86, 38.81
-0.14, -0.72, -0.64, -21.99, -36.27, 26.58
-0.36, -0.85, -0.75, -10.34, -37.00, 9.08
-0.59, -0.92, -0.82, 0.50, -23.33, -17.73
-0.68, -0.89, -0.79, 9.16, 8.90, -31.36
-0.53, -0.83, -0.70, 14.48, 18.21, -43.08
-0.28, -0.83, -0.63, 14.71, 12.40, -44.64
-0.05, -0.81, -0.58, 8.14, 13.04, -33.04
0.16, -0.71, -0.52, 3.03, 20.57, -19.54
0.24, -0.60, -0.44, -1.84, 2.14, -12.18
0.20, -0.59, -0.40, -12.42, 3.94, 4.81
0.21, -0.61, -0.39, -25.43, 21.07, 17.15
0.18, -0.60, -0.39, -36.03, 22.16, 23.64
0.07, -0.61, -0.41, -45.14, 28.51, 31.34
0.02, -0.63, -0.47, -44.26, 13.00, 34.12
-0.01, -0.67, -0.55, -34.51, -17.26, 32.04
-0.14, -0.75, -0.68, -19.22, -40.07, 16.71
-0.41, -0.86, -0.75, -8.84, -39.92, -5.28
-0.64, -0.93, -0.77, -2.51, -12.03, -25.29
-0.63, -0.88, -0.71, 2.35, 17.66, -34.63
-0.39, -0.80, -0.63, 6.64, 20.60, -39.50
-0.13, -0.76, -0.57, 7.21, 10.54, -35.91
0.06, -0.71, -0.53, 2.01, 9.21, -18.09
0.23, -0.62, -0.47, -3.96, 17.57, -0.42
0.29, -0.50, -0.38, -13.74, 12.01, 15.74
0.25, -0.53, -0.31, -26.97, 5.20, 22.97
0.13, -0.59, -0.32, -40.66, 3.28, 29.49
0.04, -0.61, -0.38, -48.22, -1.99, 33.60
-0.05, -0.62, -0.48, -47.57, -14.92, 34.88
-0.13, -0.69, -0.59, -38.35, -29.99, 23.43
-0.27, -0.83, -0.70, -32.40, -34.93, 9.92
-0.42, -0.91, -0.75, -24.11, -26.36, -8.18
-0.47, -0.90, -0.77, -9.53, -14.25, -20.83
-0.39, -0.86, -0.78, -1.10, 6.83, -27.09
-0.28, -0.83, -0.74, 4.35, 11.54, -36.76
-0.23, -0.82, -0.68, 8.14, 12.01, -39.90
-0.13, -0.83, -0.61, 5.26, 7.24, -37.93
-0.04, -0.82, -0.53, -1.24, 0.63, -32.79
0.04, -0.73, -0.46, -6.24, -9.30, -25.00
0.08, -0.61, -0.43, -11.54, -10.82, -15.45
0.07, -0.53, -0.44, -14.22, -5.30, -7.26
0.06, -0.50, -0.45, -16.97, 0.17, 1.51
0.04, -0.52, -0.48, -20.69, 7.26, 10.17
0.02, -0.56, -0.53, -22.95, 16.52, 16.93
-0.01, -0.58, -0.56, -21.58, 20.34, 24.04
0.00, -0.60, -0.56, -20.81, 14.94, 27.95
0.01, -0.68, -0.56, -19.43, 2.85, 29.02
-0.06, -0.78, -0.61, -15.29, -13.79, 22.28
-0.21, -0.86, -0.68, -7.61, -21.17, 6.31
-0.40, -0.93, -0.75, -0.28, -15.51, -9.80
-0.50, -0.94, -0.73, 2.12, 5.24, -23.19
-0.47, -0.90, -0.66, 2.55, 16.53, -36.19
-0.35, -0.84, -0.60, 2.25, 19.52, -41.34
-0.17, -0.78, -0.55, -1.74, 17.49, -37.56
0.01, -0.71, -0.48, -9.43, 14.13, -22.42
0.19, -0.59, -0.42, -12.69, 5.48, -9.40
0.25, -0.49, -0.39, -20.33, -0.58, 6.04
0.23, -0.48, -0.36, -28.86, 1.28, 18.23
0.15, -0.53, -0.41, -32.25, 7.33, 23.93
0.04, -0.59, -0.48, -34.76, 17.84, 32.83
-0.01, -0.64, -0.54, -36.25, 21.46, 39.31
-0.02, -0.69, -0.58, -34.38, 5.43, 37.82
-0.06, -0.73, -0.66, -24.06, -18.88, 32.46
-0.18, -0.78, -0.76, -7.66, -27.65, 18.88
-0.38, -0.88, -0.79, 1.27, -15.44, -0.84
-0.58, -1.00, -0.74, 1.76, 10.15, -17.24
-0.55, -0.98, -0.67, 2.58, 27.42, -30.77
-0.37, -0.86, -0.62, 5.12, 27.11, -39.16
-0.22, -0.78, -0.58, 2.78, 14.55, -43.11
-0.07, -0.75, -0.51, -1.71, 4.25, -34.12
0.13, -0.67, -0.46, -8.61, 13.17, -13.32
0.30, -0.53, -0.42, -14.67, 7.57, 2.78
0.31, -0.44, -0.36, -22.60, 7.60, 16.31
0.20, -0.47, -0.35, -30.43, 7.98, 22.76
0.07, -0.58, -0.42, -36.49, 19.78, 30.04
-0.02, -0.65, -0.47, -40.79, 23.37, 37.79
-0.03, -0.69, -0.52, -44.02, 20.95, 40.23
-0.02, -0.72, -0.54, -39.47, -2.17, 36.56
-0.08, -0.74, -0.64, -22.04, -31.45, 27.74
-0.26, -0.78, -0.77, -6.14, -28.11, 12.49
-0.52, -0.88, -0.82, -0.21, -15.33, -9.11
-0.66, -0.94, -0.77, 5.45, 14.78, -25.39
-0.51, -0.88, -0.69, 7.53, 31.62, -34.79
-0.29, -0.80, -0.62, 7.84, 34.52, -40.83
-0.11, -0.75, -0.55, 3.25, 25.72, -37.83
0.03, -0.72, -0.49, -0.78, 13.13, -25.27
0.21, -0.64, -0.48, -6.01, 4.11, -8.15
0.33, -0.56, -0.46, -15.11, 5.12, 13.00
0.34, -0.52, -0.39, -28.61, 3.02, 23.38
0.22, -0.55, -0.34, -40.80, 12.19, 34.50
0.11, -0.59, -0.37, -50.36, 19.58, 40.04
0.04, -0.61, -0.44, -56.90, 14.97, 47.79
-0.02, -0.63, -0.52, -50.17, -8.72, 44.99
-0.12, -0.69, -0.67, -27.68, -42.71, 32.79
-0.33, -0.78, -0.84, -13.61, -47.68, 16.22
-0.59, -0.85, -0.89, 1.90, -30.46, -10.77
-0.75, -0.88, -0.82, 8.69, 7.95, -28.33
-0.56, -0.87, -0.73, 12.10, 35.29, -36.98
-0.29, -0.80, -0.66, 12.73, 34.70, -39.32
-0.07, -0.75, -0.60, 10.03, 19.68, -34.86
0.10, -0.70, -0.55, 5.65, 6.53, -17.71
0.27, -0.62, -0.53, -2.99, 25.04, 4.20
0.33, -0.54, -0.46, -15.47, 23.39, 14.23
0.22, -0.54, -0.35, -30.17, 23.90, 23.31
0.16, -0.60, -0.35, -40.76, 20.55, 31.40
0.07, -0.64, -0.42, -46.12, 7.76, 38.19
-0.01, -0.64, -0.49, -42.43, -14.78, 41.00
-0.09, -0.67, -0.62, -25.81, -37.76, 30.13
-0.30, -0.76, -0.74, -12.05, -51.37, 9.61
-0.60, -0.84, -0.77, -3.18, -36.12, -11.18
-0.69, -0.87, -0.76, 1.70, -0.81, -24.15
-0.53, -0.81, -0.71, 8.42, 13.49, -35.35
-0.33, -0.72, -0.66, 13.31, 13.76, -40.06
-0.14, -0.73, -0.63, 11.70, 11.66, -36.18
0.04, -0.70, -0.58, 2.71, 22.51, -16.94
0.22, -0.62, -0.49, -6.62, 29.20, -1.29
0.29, -0.55, -0.41, -17.20, 19.90, 11.63
0.26, -0.57, -0.39, -28.80, 21.50, 22.23
0.18, -0.62, -0.42, -39.85, 23.23, 28.21
0.04, -0.64, -0.48, -43.57, 22.11, 34.65
-0.04, -0.63, -0.54, -39.67, 5.02, 36.73
-0.11, -0.66, -0.63, -28.65, -12.39, 32.51
-0.27, -0.73, -0.74, -12.78, -26.91, 13.52
-0.50, -0.81, -0.78, -4.58, -21.61, -7.53
-0.66, -0.85, -0.77, 2.09, 8.47, -20.23
-0.57, -0.80, -0.71, 8.68, 17.50, -32.08
-0.32, -0.75, -0.66, 12.99, 13.56, -35.51
-0.15, -0.75, -0.59, 11.71, 11.16, -33.23
0.03, -0.72, -0.57, 2.31, 19.21, -19.79
0.17, -0.65, -0.48, -5.88, 25.55, -5.02
0.26, -0.57, -0.41, -16.48, 19.44, 8.57
0.29, -0.58, -0.39, -25.50, 15.32, 20.04
0.21, -0.63, -0.43, -37.27, 14.50, 25.79
0.08, -0.66, -0.47, -41.34, 17.04, 33.43
-0.01, -0.64, -0.52, -39.45, 8.30, 36.45
-0.06, -0.67, -0.61, -31.26, -4.35, 30.08
-0.20, -0.71, -0.71, -19.15, -16.29, 16.98
-0.44, -0.79, -0.77, -6.64, -23.91, -3.56
-0.62, -0.85, -0.79, 2.98, -5.15, -19.53
-0.57, -0.82, -0.75, 9.03, 9.06, -34.39
-0.45, -0.78, -0.67, 12.96, 7.78, -41.20
-0.25, -0.76, -0.61, 12.03, 1.28, -41.21
-0.04, -0.73, -0.56, 3.66, 8.74, -27.26
0.18, -0.64, -0.48, 0.33, 6.69, -17.19
0.23, -0.57, -0.44, -6.36, -9.23, -3.69
0.22, -0.58, -0.45, -17.72, 8.12, 12.46
0.20, -0.60, -0.44, -27.30, 17.34, 19.38
0.10, -0.62, -0.46, -35.20, 26.58, 25.50
0.04, -0.63, -0.50, -38.48, 24.92, 32.87
0.03, -0.63, -0.56, -34.97, 13.55, 38.04
-0.01, -0.65, -0.63, -26.56, -2.91, 34.20
-0.20, -0.71, -0.73, -11.68, -24.36, 15.81
-0.48, -0.80, -0.79, -1.26, -22.10, -6.15
-0.68, -0.88, -0.77, 0.38, 6.06, -22.79
-0.61, -0.85, -0.69, 5.37, 20.03, -34.41
-0.36, -0.78, -0.62, 8.76, 8.48, -40.72
-0.14, -0.76, -0.59, 6.49, -0.22, -34.68
0.07, -0.74, -0.56, -1.91, 9.58, -19.15
0.19, -0.65, -0.48, -0.15, -8.16, -16.42
0.15, -0.61, -0.46, -8.22, -6.02, -3.28
0.16, -0.65, -0.47, -20.56, 12.48, 10.96
0.16, -0.64, -0.42, -30.95, 22.61, 18.54
0.11, -0.62, -0.41, -38.26, 24.73, 25.44
0.08, -0.64, -0.46, -40.53, 19.54, 30.79
0.05, -0.64, -0.52, -39.64, 12.67, 35.70
0.01, -0.66, -0.55, -33.80, -3.78, 34.81
-0.11, -0.72, -0.64, -24.15, -17.15, 27.32
-0.32, -0.77, -0.73, -14.33, -23.36, 7.22
-0.55, -0.81, -0.76, -5.85, -14.64, -14.81
-0.63, -0.83, -0.73, -0.52, 5.77, -26.35
-0.50, -0.80, -0.68, 3.85, 9.78, -35.78
-0.31, -0.76, -0.64, 7.02, 3.77, -39.28
-0.13, -0.73, -0.60, 7.62, -0.82, -35.03
0.02, -0.69, -0.55, 1.46, 4.90, -21.54
0.15, -0.61, -0.48, -3.96, 4.06, -11.37
0.19, -0.55, -0.43, -10.93, -2.69, 2.30
0.19, -0.56, -0.42, -23.96, 5.49, 13.55
0.15, -0.60, -0.43, -33.33, 12.36, 18.71
0.07, -0.62, -0.46, -39.13, 12.81, 25.35
0.02, -0.63, -0.53, -40.38, 6.89, 31.37
-0.02, -0.66, -0.59, -37.37, 0.70, 33.40
-0.10, -0.73, -0.65, -28.34, -19.50, 24.58
-0.27, -0.81, -0.73, -17.02, -28.85, 10.81
-0.49, -0.86, -0.82, -6.27, -31.57, -14.87
-0.65, -0.86, -0.82, 1.68, -8.50, -30.52
-0.58, -0.80, -0.75, 9.25, 5.38, -42.93
-0.38, -0.76, -0.70, 13.35, 4.76, -48.53
-0.16, -0.74, -0.66, 10.53, 16.36, -38.46
0.07, -0.68, -0.57, 5.56, 21.26, -26.46
0.17, -0.59, -0.48, 5.11, -1.62, -20.85
0.17, -0.58, -0.44, -9.20, 6.97, -2.55
0.20, -0.60, -0.41, -23.19, 13.39, 9.21
0.20, -0.58, -0.36, -32.83, 16.14, 18.00
0.15, -0.58, -0.40, -39.95, 17.37, 26.07
0.08, -0.60, -0.46, -42.45, 11.05, 33.13
0.01, -0.64, -0.52, -38.98, 8.30, 39.53
-0.02, -0.69, -0.57, -37.94, -3.55, 37.04
-0.14, -0.78, -0.62, -28.54, -21.21, 26.79
-0.32, -0.84, -0.69, -19.79, -35.68, 8.20
-0.52, -0.85, -0.77, -5.47, -37.02, -15.09
-0.62, -0.84, -0.80, 5.34, -13.46, -30.80
-0.57, -0.80, -0.73, 9.18, 3.29, -43.22
-0.39, -0.76, -0.67, 11.60, 6.15, -47.63
-0.17, -0.72, -0.64, 11.58, 6.84, -41.21
0.04, -0.67, -0.58, 3.79, 10.98, -25.55
0.20, -0.60, -0.47, -0.47, 8.87, -10.95
0.28, -0.54, -0.40, -13.93, -1.84, 5.41
0.28, -0.55, -0.38, -24.29, 0.27, 16.75
0.20, -0.58, -0.40, -33.37, 4.06, 20.69
0.06, -0.61, -0.47, -43.06, 9.52, 28.71
-0.02, -0.61, -0.52, -42.50, 13.37, 38.43
-0.01, -0.63, -0.57, -38.38, 3.53, 36.71
-0.09, -0.73, -0.61, -32.50, -17.22, 26.75
-0.27, -0.82, -0.71, -21.10, -37.84, 7.90
-0.50, -0.85, -0.81, -10.32, -31.71, -11.36
-0.65, -0.84, -0.83, 0.20, -4.70, -33.52
-0.61, -0.80, -0.76, 4.46, 16.84, -41.70
-0.42, -0.76, -0.68, 6.77, 14.69, -47.52
-0.17, -0.74, -0.64, 5.41, 7.85, -44.87
0.03, -0.69, -0.60, -1.02, 3.52, -32.63
0.15, -0.62, -0.50, -8.15, 7.27, -12.25
0.29, -0.54, -0.42, -16.82, 1.83, 4.13
0.32, -0.52, -0.40, -26.03, 0.35, 17.44
0.24, -0.56, -0.44, -35.92, 7.78, 22.95
0.10, -0.59, -0.49, -42.39, 13.12, 31.37
-0.01, -0.60, -0.54, -43.58, 12.05, 38.99
-0.06, -0.62, -0.59, -40.82, -3.12, 36.24
-0.17, -0.70, -0.66, -23.44, -45.71, 18.98
-0.37, -0.82, -0.76, -12.86, -62.86, 0.27
-0.64, -0.90, -0.82, -2.69, -32.40, -24.24
-0.76, -0.87, -0.79, 3.00, 12.27, -44.35
-0.62, -0.78, -0.71, 4.48, 36.29, -51.82
-0.33, -0.73, -0.65, 6.16, 29.30, -51.29
-0.04, -0.71, -0.61, 3.67, 8.04, -44.82
0.13, -0.66, -0.55, -2.85, 4.45, -22.95
0.29, -0.58, -0.48, -10.31, 4.96, -4.34
0.34, -0.51, -0.41, -18.11, 0.53, 11.19
0.27, -0.52, -0.41, -23.83, 9.90, 19.26
